RequestID,Boro,Date,Yr,M,D,SegmentID,WktGeom,street,fromSt,toSt,morning,afternoon,evening,total_7_24,directions_n,direction_coverage
31042,Brooklyn,2022-10-12,2022,10,12,27354,POINT (997314.9380868975 160616.5621324816),OCEAN AVENUE,Quentin Road,Avenue R,2294.0,3479.0,2872.0,8645.0,1,one_direction
33914,Brooklyn,2022-05-08,2022,5,8,19253,POINT (989173.0348284974 150290.92403181392),NEPTUNE AVENUE,West 15 Street,Stillwell Avenue,1105.0,2337.0,1294.0,4736.0,1,one_direction
33914,Brooklyn,2022-05-08,2022,5,8,109157,POINT (988500.5273304215 150219.539051663),NEPTUNE AVENUE,West 16 Street,Cropsey Avenue,1280.0,3388.0,1587.0,6255.0,1,one_direction
33914,Brooklyn,2022-05-08,2022,5,8,109272,POINT (988303.9584575375 150354.95026450782),CROPSEY AVENUE,Hart Place,Dead end,6014.0,10600.0,7479.0,24093.0,2,two_directions
33914,Brooklyn,2022-05-09,2022,5,9,19253,POINT (989173.0348284974 150290.92403181392),NEPTUNE AVENUE,West 15 Street,Stillwell Avenue,2201.0,3032.0,1419.0,6652.0,1,one_direction
33914,Brooklyn,2022-05-09,2022,5,9,109157,POINT (988500.5273304215 150219.539051663),NEPTUNE AVENUE,West 16 Street,Cropsey Avenue,2253.0,3514.0,1800.0,7567.0,1,one_direction
33914,Brooklyn,2022-05-09,2022,5,9,109272,POINT (988303.9584575375 150354.95026450782),CROPSEY AVENUE,Hart Place,Dead end,9407.0,11872.0,7393.0,28672.0,2,two_directions
33914,Brooklyn,2022-05-10,2022,5,10,19253,POINT (989173.0348284974 150290.92403181392),NEPTUNE AVENUE,West 15 Street,Stillwell Avenue,2311.0,3112.0,1392.0,6815.0,1,one_direction
33914,Brooklyn,2022-05-10,2022,5,10,109157,POINT (988500.5273304215 150219.539051663),NEPTUNE AVENUE,West 16 Street,Cropsey Avenue,2423.0,3607.0,1819.0,7849.0,1,one_direction
33914,Brooklyn,2022-05-10,2022,5,10,109272,POINT (988303.9584575375 150354.95026450782),CROPSEY AVENUE,Hart Place,Dead end,9610.0,11542.0,7580.0,28732.0,2,two_directions
33914,Brooklyn,2022-05-11,2022,5,11,19253,POINT (989173.0348284974 150290.92403181392),NEPTUNE AVENUE,West 15 Street,Stillwell Avenue,2184.0,3078.0,1555.0,6817.0,1,one_direction
33914,Brooklyn,2022-05-11,2022,5,11,109157,POINT (988500.5273304215 150219.539051663),NEPTUNE AVENUE,West 16 Street,Cropsey Avenue,2196.0,3411.0,1824.0,7431.0,1,one_direction
33914,Brooklyn,2022-05-11,2022,5,11,109272,POINT (988303.9584575375 150354.95026450782),CROPSEY AVENUE,Hart Place,Dead end,9499.0,11702.0,7936.0,29137.0,2,two_directions
33914,Brooklyn,2022-11-13,2022,11,13,19253,POINT (989173.0348284974 150290.92403181392),NEPTUNE AVENUE,West 15 Street,Stillwell Avenue,1652.0,2583.0,1409.0,5644.0,1,one_direction
33914,Brooklyn,2022-11-13,2022,11,13,163033,POINT (993132.5637410539 149241.02433714102),BRIGHTON BEACH AVENUE,Beach Walk,Brighton Line,737.0,1641.0,1040.0,3418.0,1,one_direction
33914,Brooklyn,2022-11-14,2022,11,14,163033,POINT (993132.5637410539 149241.02433714102),BRIGHTON BEACH AVENUE,Beach Walk,Brighton Line,573.0,1243.0,890.0,2706.0,1,one_direction
33914,Brooklyn,2022-11-15,2022,11,15,163033,POINT (993132.5637410539 149241.02433714102),BRIGHTON BEACH AVENUE,Beach Walk,Brighton Line,1378.0,2281.0,1441.0,5100.0,1,one_direction
33914,Brooklyn,2022-11-16,2022,11,16,163033,POINT (993132.5637410539 149241.02433714102),BRIGHTON BEACH AVENUE,Beach Walk,Brighton Line,1244.0,2054.0,1299.0,4597.0,1,one_direction
33914,Brooklyn,2022-11-17,2022,11,17,163033,POINT (993132.5637410539 149241.02433714102),BRIGHTON BEACH AVENUE,Beach Walk,Brighton Line,1225.0,2007.0,1330.0,4562.0,1,one_direction
33914,Brooklyn,2022-11-18,2022,11,18,163033,POINT (993132.5637410539 149241.02433714102),BRIGHTON BEACH AVENUE,Beach Walk,Brighton Line,1213.0,2026.0,1372.0,4611.0,1,one_direction
33914,Brooklyn,2022-11-19,2022,11,19,163033,POINT (993132.5637410539 149241.02433714102),BRIGHTON BEACH AVENUE,Beach Walk,Brighton Line,1414.0,2205.0,1483.0,5102.0,1,one_direction
34045,Brooklyn,2022-11-14,2022,11,14,46758,POINT (1014196.6735680631 176778.5620351809),GLENWOOD ROAD,Williams Avenue,Cozine Avenue,544.0,950.0,468.0,1962.0,1,one_direction
34045,Brooklyn,2022-11-14,2022,11,14,110505,POINT (1015422.3127425865 180891.90488522797),VAN SICLEN AVENUE,Dead End,Hegeman Avenue,510.0,1338.0,896.0,2744.0,1,one_direction
34045,Brooklyn,2022-11-15,2022,11,15,46758,POINT (1014196.6735680631 176778.5620351809),GLENWOOD ROAD,Williams Avenue,Cozine Avenue,796.0,1001.0,429.0,2226.0,1,one_direction
34045,Brooklyn,2022-11-15,2022,11,15,110505,POINT (1015422.3127425865 180891.90488522797),VAN SICLEN AVENUE,Dead End,Hegeman Avenue,978.0,1420.0,724.0,3122.0,1,one_direction
34045,Brooklyn,2022-11-16,2022,11,16,46758,POINT (1014196.6735680631 176778.5620351809),GLENWOOD ROAD,Williams Avenue,Cozine Avenue,809.0,1176.0,482.0,2467.0,1,one_direction
34045,Brooklyn,2022-11-16,2022,11,16,110505,POINT (1015422.3127425865 180891.90488522797),VAN SICLEN AVENUE,Dead End,Hegeman Avenue,1001.0,1394.0,691.0,3086.0,1,one_direction
34045,Brooklyn,2022-11-17,2022,11,17,46758,POINT (1014196.6735680631 176778.5620351809),GLENWOOD ROAD,Williams Avenue,Cozine Avenue,767.0,1065.0,573.0,2405.0,1,one_direction
34045,Brooklyn,2022-11-17,2022,11,17,110505,POINT (1015422.3127425865 180891.90488522797),VAN SICLEN AVENUE,Dead End,Hegeman Avenue,986.0,1410.0,711.0,3107.0,1,one_direction
34045,Brooklyn,2022-11-18,2022,11,18,46758,POINT (1014196.6735680631 176778.5620351809),GLENWOOD ROAD,Williams Avenue,Cozine Avenue,820.0,1032.0,570.0,2422.0,1,one_direction
34045,Brooklyn,2022-11-18,2022,11,18,110505,POINT (1015422.3127425865 180891.90488522797),VAN SICLEN AVENUE,Dead End,Hegeman Avenue,930.0,1389.0,820.0,3139.0,1,one_direction
34045,Brooklyn,2022-11-19,2022,11,19,46758,POINT (1014196.6735680631 176778.5620351809),GLENWOOD ROAD,Williams Avenue,Cozine Avenue,689.0,1001.0,450.0,2140.0,1,one_direction
34045,Brooklyn,2022-11-19,2022,11,19,110505,POINT (1015422.3127425865 180891.90488522797),VAN SICLEN AVENUE,Dead End,Hegeman Avenue,968.0,1452.0,691.0,3111.0,1,one_direction
34045,Brooklyn,2022-11-20,2022,11,20,46758,POINT (1014196.6735680631 176778.5620351809),GLENWOOD ROAD,Williams Avenue,Cozine Avenue,576.0,880.0,336.0,1792.0,1,one_direction
34045,Brooklyn,2022-11-20,2022,11,20,110505,POINT (1015422.3127425865 180891.90488522797),VAN SICLEN AVENUE,Dead End,Hegeman Avenue,500.0,1333.0,893.0,2726.0,1,one_direction
34178,Brooklyn,2022-01-03,2022,1,3,115136,POINT (995870.954508375 151439.42947901363),NEPTUNE AVENUE,Brighton 10 Street,Gray Court,3804.0,5317.0,2546.0,11667.0,2,two_directions
34178,Brooklyn,2022-01-03,2022,1,3,189074,POINT (993228.5264971782 150600.75237618468),OCEAN PARKWAY,Dead End,Ocean View Avenue,3547.0,5632.0,2631.0,11810.0,2,two_directions
34178,Brooklyn,2022-01-04,2022,1,4,115136,POINT (995870.954508375 151439.42947901363),NEPTUNE AVENUE,Brighton 10 Street,Gray Court,3751.0,5619.0,2680.0,12050.0,2,two_directions
34178,Brooklyn,2022-01-04,2022,1,4,189074,POINT (993228.5264971782 150600.75237618468),OCEAN PARKWAY,Dead End,Ocean View Avenue,4130.0,6088.0,2759.0,12977.0,2,two_directions
34178,Brooklyn,2022-01-05,2022,1,5,115136,POINT (995870.954508375 151439.42947901363),NEPTUNE AVENUE,Brighton 10 Street,Gray Court,3820.0,5778.0,2714.0,12312.0,2,two_directions
34178,Brooklyn,2022-01-05,2022,1,5,189074,POINT (993228.5264971782 150600.75237618468),OCEAN PARKWAY,Dead End,Ocean View Avenue,3357.0,5147.0,2278.0,10782.0,2,two_directions
34178,Brooklyn,2022-01-06,2022,1,6,115136,POINT (995870.954508375 151439.42947901363),NEPTUNE AVENUE,Brighton 10 Street,Gray Court,3900.0,5583.0,2411.0,11894.0,2,two_directions
34178,Brooklyn,2022-01-06,2022,1,6,189074,POINT (993228.5264971782 150600.75237618468),OCEAN PARKWAY,Dead End,Ocean View Avenue,3365.0,5549.0,2472.0,11386.0,2,two_directions
34178,Brooklyn,2022-01-07,2022,1,7,115136,POINT (995870.954508375 151439.42947901363),NEPTUNE AVENUE,Brighton 10 Street,Gray Court,3813.0,6140.0,2838.0,12791.0,2,two_directions
34178,Brooklyn,2022-01-07,2022,1,7,189074,POINT (993228.5264971782 150600.75237618468),OCEAN PARKWAY,Dead End,Ocean View Avenue,4232.0,6782.0,3101.0,14115.0,2,two_directions
34178,Brooklyn,2022-01-08,2022,1,8,115136,POINT (995870.954508375 151439.42947901363),NEPTUNE AVENUE,Brighton 10 Street,Gray Court,2633.0,4866.0,2593.0,10092.0,2,two_directions
34178,Brooklyn,2022-01-08,2022,1,8,189074,POINT (993228.5264971782 150600.75237618468),OCEAN PARKWAY,Dead End,Ocean View Avenue,2296.0,4762.0,2498.0,9556.0,2,two_directions
34178,Brooklyn,2022-01-09,2022,1,9,115136,POINT (995870.954508375 151439.42947901363),NEPTUNE AVENUE,Brighton 10 Street,Gray Court,1831.0,3652.0,1939.0,7422.0,2,two_directions
34178,Brooklyn,2022-01-09,2022,1,9,189074,POINT (993228.5264971782 150600.75237618468),OCEAN PARKWAY,Dead End,Ocean View Avenue,2167.0,4672.0,2081.0,8920.0,2,two_directions
34178,Brooklyn,2022-01-10,2022,1,10,115136,POINT (995870.954508375 151439.42947901363),NEPTUNE AVENUE,Brighton 10 Street,Gray Court,3641.0,5281.0,2580.0,11502.0,2,two_directions
34178,Brooklyn,2022-01-10,2022,1,10,189074,POINT (993228.5264971782 150600.75237618468),OCEAN PARKWAY,Dead End,Ocean View Avenue,4317.0,6846.0,2874.0,14037.0,2,two_directions
34178,Brooklyn,2022-01-11,2022,1,11,115136,POINT (995870.954508375 151439.42947901363),NEPTUNE AVENUE,Brighton 10 Street,Gray Court,3754.0,5755.0,2444.0,11953.0,2,two_directions
34178,Brooklyn,2022-01-11,2022,1,11,189074,POINT (993228.5264971782 150600.75237618468),OCEAN PARKWAY,Dead End,Ocean View Avenue,3604.0,5214.0,2358.0,11176.0,2,two_directions
34178,Brooklyn,2022-01-12,2022,1,12,115136,POINT (995870.954508375 151439.42947901363),NEPTUNE AVENUE,Brighton 10 Street,Gray Court,3802.0,5305.0,2471.0,11578.0,2,two_directions
34178,Brooklyn,2022-01-12,2022,1,12,189074,POINT (993228.5264971782 150600.75237618468),OCEAN PARKWAY,Dead End,Ocean View Avenue,3574.0,5518.0,2400.0,11492.0,2,two_directions
34178,Brooklyn,2022-01-13,2022,1,13,115136,POINT (995870.954508375 151439.42947901363),NEPTUNE AVENUE,Brighton 10 Street,Gray Court,3746.0,5456.0,2516.0,11718.0,2,two_directions
34178,Brooklyn,2022-01-13,2022,1,13,189074,POINT (993228.5264971782 150600.75237618468),OCEAN PARKWAY,Dead End,Ocean View Avenue,3598.0,5669.0,2609.0,11876.0,2,two_directions
34178,Brooklyn,2022-01-14,2022,1,14,115136,POINT (995870.954508375 151439.42947901363),NEPTUNE AVENUE,Brighton 10 Street,Gray Court,3875.0,6066.0,2828.0,12769.0,2,two_directions
34178,Brooklyn,2022-01-14,2022,1,14,189074,POINT (993228.5264971782 150600.75237618468),OCEAN PARKWAY,Dead End,Ocean View Avenue,3740.0,6004.0,2492.0,12236.0,2,two_directions
34178,Brooklyn,2022-01-15,2022,1,15,115136,POINT (995870.954508375 151439.42947901363),NEPTUNE AVENUE,Brighton 10 Street,Gray Court,2391.0,4026.0,2317.0,8734.0,2,two_directions
34178,Brooklyn,2022-01-15,2022,1,15,189074,POINT (993228.5264971782 150600.75237618468),OCEAN PARKWAY,Dead End,Ocean View Avenue,2242.0,4425.0,2426.0,9093.0,2,two_directions
34178,Brooklyn,2022-01-16,2022,1,16,115136,POINT (995870.954508375 151439.42947901363),NEPTUNE AVENUE,Brighton 10 Street,Gray Court,1868.0,3665.0,1915.0,7448.0,2,two_directions
34178,Brooklyn,2022-01-16,2022,1,16,189074,POINT (993228.5264971782 150600.75237618468),OCEAN PARKWAY,Dead End,Ocean View Avenue,2002.0,4406.0,1600.0,8008.0,2,two_directions
34234,Manhattan,2022-03-20,2022,3,20,33609,POINT (984633.07881527 216310.9082436645),11 AVENUE,West 41 Street,West 42 Street,3918.0,5323.0,3186.0,12427.0,1,one_direction
34234,Manhattan,2022-03-20,2022,3,20,164628,POINT (984539.0384064625 216563.5559951243),WEST 42 STREET,11 Avenue,12 Avenue,4077.0,6580.0,3740.0,14397.0,2,two_directions
34234,Manhattan,2022-03-21,2022,3,21,33609,POINT (984633.07881527 216310.9082436645),11 AVENUE,West 41 Street,West 42 Street,2636.0,5785.0,2328.0,10749.0,1,one_direction
34234,Manhattan,2022-03-21,2022,3,21,164628,POINT (984539.0384064625 216563.5559951243),WEST 42 STREET,11 Avenue,12 Avenue,4160.0,5434.0,3266.0,12860.0,2,two_directions
34234,Manhattan,2022-03-22,2022,3,22,33609,POINT (984633.07881527 216310.9082436645),11 AVENUE,West 41 Street,West 42 Street,2545.0,5990.0,2944.0,11479.0,1,one_direction
34234,Manhattan,2022-03-22,2022,3,22,164628,POINT (984539.0384064625 216563.5559951243),WEST 42 STREET,11 Avenue,12 Avenue,4714.0,5673.0,3364.0,13751.0,2,two_directions
34234,Manhattan,2022-03-23,2022,3,23,33609,POINT (984633.07881527 216310.9082436645),11 AVENUE,West 41 Street,West 42 Street,1682.0,4108.0,5636.0,11426.0,1,one_direction
34234,Manhattan,2022-03-23,2022,3,23,164628,POINT (984539.0384064625 216563.5559951243),WEST 42 STREET,11 Avenue,12 Avenue,3817.0,5520.0,4468.0,13805.0,2,two_directions
34234,Manhattan,2022-03-24,2022,3,24,33609,POINT (984633.07881527 216310.9082436645),11 AVENUE,West 41 Street,West 42 Street,1607.0,4642.0,5227.0,11476.0,1,one_direction
34234,Manhattan,2022-03-24,2022,3,24,164628,POINT (984539.0384064625 216563.5559951243),WEST 42 STREET,11 Avenue,12 Avenue,4015.0,5398.0,4119.0,13532.0,2,two_directions
34234,Manhattan,2022-03-25,2022,3,25,33609,POINT (984633.07881527 216310.9082436645),11 AVENUE,West 41 Street,West 42 Street,1713.0,4810.0,5416.0,11939.0,1,one_direction
34234,Manhattan,2022-03-25,2022,3,25,164628,POINT (984539.0384064625 216563.5559951243),WEST 42 STREET,11 Avenue,12 Avenue,4785.0,5749.0,4141.0,14675.0,2,two_directions
34234,Manhattan,2022-03-26,2022,3,26,33609,POINT (984633.07881527 216310.9082436645),11 AVENUE,West 41 Street,West 42 Street,2317.0,3993.0,4204.0,10514.0,1,one_direction
34234,Manhattan,2022-03-26,2022,3,26,164628,POINT (984539.0384064625 216563.5559951243),WEST 42 STREET,11 Avenue,12 Avenue,3405.0,5690.0,4700.0,13795.0,2,two_directions
34266,Brooklyn,2022-03-24,2022,3,24,258848,POINT (991866.0917669014 176885.43614463977),PROSPECT PARK SOUTHWEST,Greenwood Avenue,Dead end,1770.0,1578.0,870.0,4218.0,1,one_direction
34266,Brooklyn,2022-03-25,2022,3,25,258848,POINT (991866.0917669014 176885.43614463977),PROSPECT PARK SOUTHWEST,Greenwood Avenue,Dead end,1708.0,1754.0,938.0,4400.0,1,one_direction
34266,Brooklyn,2022-03-26,2022,3,26,258848,POINT (991866.0917669014 176885.43614463977),PROSPECT PARK SOUTHWEST,Greenwood Avenue,Dead end,841.0,1170.0,629.0,2640.0,1,one_direction
34266,Brooklyn,2022-03-27,2022,3,27,258848,POINT (991866.0917669014 176885.43614463977),PROSPECT PARK SOUTHWEST,Greenwood Avenue,Dead end,2389.0,4877.0,2147.0,9413.0,2,two_directions
34311,Queens,2022-01-25,2022,1,25,170400,POINT (1034954.4800069059 197219.63500045525),86 AVENUE,Queens Boulevard,139 Street,795.0,1140.0,648.0,2583.0,2,two_directions
34311,Queens,2022-01-25,2022,1,25,184144,POINT (1033327.794479462 198586.42062241075),VAN WYCK EXPRESSWAY EXIT 9 NB,Van Wyck Expressway,Dead end,3140.0,2760.0,1661.0,7561.0,1,one_direction
34311,Queens,2022-01-26,2022,1,26,170400,POINT (1034954.4800069059 197219.63500045525),86 AVENUE,Queens Boulevard,139 Street,982.0,1339.0,664.0,2985.0,2,two_directions
34311,Queens,2022-01-26,2022,1,26,184144,POINT (1033327.794479462 198586.42062241075),VAN WYCK EXPRESSWAY EXIT 9 NB,Van Wyck Expressway,Dead end,3073.0,2539.0,1673.0,7285.0,1,one_direction
34311,Queens,2022-01-27,2022,1,27,170400,POINT (1034954.4800069059 197219.63500045525),86 AVENUE,Queens Boulevard,139 Street,843.0,1246.0,690.0,2779.0,2,two_directions
34311,Queens,2022-01-27,2022,1,27,184144,POINT (1033327.794479462 198586.42062241075),VAN WYCK EXPRESSWAY EXIT 9 NB,Van Wyck Expressway,Dead end,3389.0,2845.0,1859.0,8093.0,1,one_direction
34311,Queens,2022-01-28,2022,1,28,170400,POINT (1034954.4800069059 197219.63500045525),86 AVENUE,Queens Boulevard,139 Street,644.0,1097.0,447.0,2188.0,2,two_directions
34311,Queens,2022-01-28,2022,1,28,184144,POINT (1033327.794479462 198586.42062241075),VAN WYCK EXPRESSWAY EXIT 9 NB,Van Wyck Expressway,Dead end,3218.0,2602.0,1933.0,7753.0,1,one_direction
34311,Queens,2022-01-29,2022,1,29,170400,POINT (1034954.4800069059 197219.63500045525),86 AVENUE,Queens Boulevard,139 Street,590.0,1026.0,502.0,2118.0,2,two_directions
34311,Queens,2022-01-29,2022,1,29,184144,POINT (1033327.794479462 198586.42062241075),VAN WYCK EXPRESSWAY EXIT 9 NB,Van Wyck Expressway,Dead end,1753.0,2445.0,1778.0,5976.0,1,one_direction
34311,Queens,2022-01-30,2022,1,30,170400,POINT (1034954.4800069059 197219.63500045525),86 AVENUE,Queens Boulevard,139 Street,437.0,935.0,505.0,1877.0,2,two_directions
34311,Queens,2022-01-30,2022,1,30,184144,POINT (1033327.794479462 198586.42062241075),VAN WYCK EXPRESSWAY EXIT 9 NB,Van Wyck Expressway,Dead end,1287.0,2246.0,1463.0,4996.0,1,one_direction
34311,Queens,2022-01-31,2022,1,31,170400,POINT (1034954.4800069059 197219.63500045525),86 AVENUE,Queens Boulevard,139 Street,861.0,1291.0,534.0,2686.0,2,two_directions
34311,Queens,2022-01-31,2022,1,31,184144,POINT (1033327.794479462 198586.42062241075),VAN WYCK EXPRESSWAY EXIT 9 NB,Van Wyck Expressway,Dead end,3278.0,2581.0,1617.0,7476.0,1,one_direction
34322,Queens,2022-03-15,2022,3,15,53435,POINT (1029932.6631676898 199586.14595438848),AUSTIN STREET,77 Road,77 Avenue,1316.0,1358.0,662.0,3336.0,1,one_direction
34322,Queens,2022-03-15,2022,3,15,55963,POINT (1030173.7064668698 199638.58645494783),77 ROAD,Austin Street,Kew Forest Lane,853.0,1383.0,699.0,2935.0,2,two_directions
34322,Queens,2022-03-15,2022,3,15,55975,POINT (1030595.4717108895 199478.701267478),KEW FOREST LANE,78 Avenue,Union Turnpike,397.0,402.0,221.0,1020.0,1,one_direction
34322,Queens,2022-03-16,2022,3,16,53435,POINT (1029932.6631676898 199586.14595438848),AUSTIN STREET,77 Road,77 Avenue,1056.0,1203.0,600.0,2859.0,1,one_direction
34322,Queens,2022-03-16,2022,3,16,55963,POINT (1030173.7064668698 199638.58645494783),77 ROAD,Austin Street,Kew Forest Lane,924.0,1456.0,884.0,3264.0,2,two_directions
34322,Queens,2022-03-16,2022,3,16,55975,POINT (1030595.4717108895 199478.701267478),KEW FOREST LANE,78 Avenue,Union Turnpike,327.0,415.0,187.0,929.0,1,one_direction
34322,Queens,2022-03-17,2022,3,17,53435,POINT (1029932.6631676898 199586.14595438848),AUSTIN STREET,77 Road,77 Avenue,1100.0,1425.0,706.0,3231.0,1,one_direction
34322,Queens,2022-03-17,2022,3,17,55963,POINT (1030173.7064668698 199638.58645494783),77 ROAD,Austin Street,Kew Forest Lane,767.0,1387.0,791.0,2945.0,2,two_directions
34322,Queens,2022-03-17,2022,3,17,55975,POINT (1030595.4717108895 199478.701267478),KEW FOREST LANE,78 Avenue,Union Turnpike,273.0,468.0,293.0,1034.0,1,one_direction
34322,Queens,2022-03-18,2022,3,18,53435,POINT (1029932.6631676898 199586.14595438848),AUSTIN STREET,77 Road,77 Avenue,1148.0,1454.0,750.0,3352.0,1,one_direction
34322,Queens,2022-03-18,2022,3,18,55963,POINT (1030173.7064668698 199638.58645494783),77 ROAD,Austin Street,Kew Forest Lane,900.0,1804.0,996.0,3700.0,2,two_directions
34322,Queens,2022-03-18,2022,3,18,55975,POINT (1030595.4717108895 199478.701267478),KEW FOREST LANE,78 Avenue,Union Turnpike,303.0,528.0,373.0,1204.0,1,one_direction
34322,Queens,2022-03-19,2022,3,19,53435,POINT (1029932.6631676898 199586.14595438848),AUSTIN STREET,77 Road,77 Avenue,517.0,942.0,553.0,2012.0,1,one_direction
34322,Queens,2022-03-19,2022,3,19,55963,POINT (1030173.7064668698 199638.58645494783),77 ROAD,Austin Street,Kew Forest Lane,468.0,1263.0,786.0,2517.0,2,two_directions
34322,Queens,2022-03-19,2022,3,19,55975,POINT (1030595.4717108895 199478.701267478),KEW FOREST LANE,78 Avenue,Union Turnpike,148.0,499.0,310.0,957.0,1,one_direction
34322,Queens,2022-03-20,2022,3,20,55963,POINT (1030173.7064668698 199638.58645494783),77 ROAD,Austin Street,Kew Forest Lane,122.0,336.0,180.0,638.0,1,one_direction
34322,Queens,2022-03-21,2022,3,21,55963,POINT (1030173.7064668698 199638.58645494783),77 ROAD,Austin Street,Kew Forest Lane,474.0,450.0,212.0,1136.0,1,one_direction
34323,Queens,2022-03-06,2022,3,6,147692,POINT (1055642.3214792507 205325.99368021605),BRADDOCK AVENUE,Hillside Avenue,221 Street,1335.0,3414.0,1779.0,6528.0,2,two_directions
34323,Queens,2022-03-07,2022,3,7,147692,POINT (1055642.3214792507 205325.99368021605),BRADDOCK AVENUE,Hillside Avenue,221 Street,2807.0,5490.0,2549.0,10846.0,2,two_directions
34323,Queens,2022-03-08,2022,3,8,147692,POINT (1055642.3214792507 205325.99368021605),BRADDOCK AVENUE,Hillside Avenue,221 Street,2979.0,5346.0,2641.0,10966.0,2,two_directions
34323,Queens,2022-03-09,2022,3,9,147692,POINT (1055642.3214792507 205325.99368021605),BRADDOCK AVENUE,Hillside Avenue,221 Street,2705.0,5456.0,2695.0,10856.0,2,two_directions
34323,Queens,2022-03-10,2022,3,10,147692,POINT (1055642.3214792507 205325.99368021605),BRADDOCK AVENUE,Hillside Avenue,221 Street,3236.0,5663.0,2878.0,11777.0,2,two_directions
34323,Queens,2022-03-11,2022,3,11,147692,POINT (1055642.3214792507 205325.99368021605),BRADDOCK AVENUE,Hillside Avenue,221 Street,2823.0,5649.0,2568.0,11040.0,2,two_directions
34323,Queens,2022-03-12,2022,3,12,147692,POINT (1055642.3214792507 205325.99368021605),BRADDOCK AVENUE,Hillside Avenue,221 Street,1940.0,4675.0,2066.0,8681.0,2,two_directions
34364,Queens,2022-02-02,2022,2,2,66081,POINT (1001373.9903285656 208268.20790138244),BORDEN AVENUE,30 Place,30 Street,2507.0,2625.0,1652.0,6784.0,1,one_direction
34364,Queens,2022-02-03,2022,2,3,66081,POINT (1001373.9903285656 208268.20790138244),BORDEN AVENUE,30 Place,30 Street,2335.0,2404.0,1511.0,6250.0,1,one_direction
34364,Queens,2022-02-04,2022,2,4,66081,POINT (1001373.9903285656 208268.20790138244),BORDEN AVENUE,30 Place,30 Street,2299.0,2272.0,1380.0,5951.0,1,one_direction
34364,Queens,2022-02-05,2022,2,5,66081,POINT (1001373.9903285656 208268.20790138244),BORDEN AVENUE,30 Place,30 Street,1350.0,1909.0,1360.0,4619.0,1,one_direction
34364,Queens,2022-02-06,2022,2,6,66081,POINT (1001373.9903285656 208268.20790138244),BORDEN AVENUE,30 Place,30 Street,990.0,1666.0,1071.0,3727.0,1,one_direction
34364,Queens,2022-02-07,2022,2,7,66081,POINT (1001373.9903285656 208268.20790138244),BORDEN AVENUE,30 Place,30 Street,1696.0,2049.0,1322.0,5067.0,1,one_direction
34364,Queens,2022-02-08,2022,2,8,66081,POINT (1001373.9903285656 208268.20790138244),BORDEN AVENUE,30 Place,30 Street,2548.0,2465.0,1481.0,6494.0,1,one_direction
34380,Brooklyn,2022-02-22,2022,2,22,35448,POINT (998665.0332924452 201046.8734041954),RICHARDSON STREET,Meeker Avenue,Leonard Street,73.0,126.0,91.0,290.0,1,one_direction
34380,Brooklyn,2022-02-23,2022,2,23,35448,POINT (998665.0332924452 201046.8734041954),RICHARDSON STREET,Meeker Avenue,Leonard Street,48.0,70.0,99.0,217.0,1,one_direction
34380,Brooklyn,2022-02-24,2022,2,24,35448,POINT (998665.0332924452 201046.8734041954),RICHARDSON STREET,Meeker Avenue,Leonard Street,50.0,98.0,95.0,243.0,1,one_direction
34380,Brooklyn,2022-02-25,2022,2,25,35448,POINT (998665.0332924452 201046.8734041954),RICHARDSON STREET,Meeker Avenue,Leonard Street,82.0,145.0,105.0,332.0,1,one_direction
34380,Brooklyn,2022-02-26,2022,2,26,35448,POINT (998665.0332924452 201046.8734041954),RICHARDSON STREET,Meeker Avenue,Leonard Street,35.0,149.0,143.0,327.0,1,one_direction
34380,Brooklyn,2022-02-27,2022,2,27,35448,POINT (998665.0332924452 201046.8734041954),RICHARDSON STREET,Meeker Avenue,Leonard Street,70.0,180.0,92.0,342.0,1,one_direction
34380,Brooklyn,2022-02-28,2022,2,28,35448,POINT (998665.0332924452 201046.8734041954),RICHARDSON STREET,Meeker Avenue,Leonard Street,84.0,150.0,82.0,316.0,1,one_direction
34383,Bronx,2022-02-13,2022,2,13,80282,POINT (1015476.6781680193 252418.71302730983),EAST FORDHAM ROAD,Bathgate Avenue,Lorillard Place,3847.0,7652.0,5716.0,17215.0,2,two_directions
34383,Bronx,2022-02-14,2022,2,14,80282,POINT (1015476.6781680193 252418.71302730983),EAST FORDHAM ROAD,Bathgate Avenue,Lorillard Place,8497.0,9461.0,6873.0,24831.0,2,two_directions
34383,Bronx,2022-02-15,2022,2,15,79627,POINT (1010681.9619658673 253901.40847402613),UNIVERSITY AVENUE,Dr M L King Jr Boulevard,Father Zeiser Place,1179.0,1847.0,1057.0,4083.0,1,one_direction
34383,Bronx,2022-02-15,2022,2,15,80282,POINT (1015476.6781680193 252418.71302730983),EAST FORDHAM ROAD,Bathgate Avenue,Lorillard Place,8034.0,9415.0,6363.0,23812.0,2,two_directions
34383,Bronx,2022-02-16,2022,2,16,79627,POINT (1010681.9619658673 253901.40847402613),UNIVERSITY AVENUE,Dr M L King Jr Boulevard,Father Zeiser Place,1216.0,1848.0,1173.0,4237.0,1,one_direction
34383,Bronx,2022-02-16,2022,2,16,80282,POINT (1015476.6781680193 252418.71302730983),EAST FORDHAM ROAD,Bathgate Avenue,Lorillard Place,8252.0,9365.0,7059.0,24676.0,2,two_directions
